target,location,form,form_arabic,LEM,POS,NUMBER,PGN,kind
Qaala,6:73:8,yaquwlu,يَقُولُ,qaAla,V,S,3MS,primary
Qaala,6:74:2,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,6:76:7,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,6:76:12,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,6:77:5,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,6:77:10,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,6:78:5,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,6:78:12,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,6:80:3,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,6:90:7,qul,قُل,qaAla,V,S,2MS,primary
Qaala,6:91:7,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,6:91:15,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,6:91:38,quli,قُلِ,qaAla,V,S,2MS,primary
Qaala,6:93:9,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,6:93:17,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,6:93:41,taquwlu,تَقُولُ,qaAla,V,P,2MP,primary
Qaala,6:105:4,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,6:109:10,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,6:124:4,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,6:128:10,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,6:128:23,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,6:130:15,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,6:135:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,6:136:9,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,6:138:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,6:139:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,6:143:9,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,6:144:7,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,6:145:1,qul,قُل,qaAla,V,S,2MS,primary
Qaala,6:147:3,qul,قُل,qaAla,V,S,2MS,primary
Qaala,6:148:1,yaquwlu,يَقُولُ,qaAla,V,S,3MS,primary
Qaala,6:148:23,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,6:149:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,6:150:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,6:151:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,6:152:22,qulo,قُلْ,qaAla,V,P,2MP,primary
Qaala,6:156:2,taquwlu,تَقُولُ,qaAla,V,P,2MP,primary
Qaala,6:157:2,taquwlu,تَقُولُ,qaAla,V,P,2MP,primary
Qaala,6:158:34,quli,قُلِ,qaAla,V,S,2MS,primary
Qaala,6:161:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,6:162:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,6:164:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,7:5:9,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:11:6,qulo,قُلْ,qaAla,V,P,1P,primary
Qaala,7:12:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:12:8,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:13:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:14:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:15:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:16:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:18:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:20:11,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:22:22,>aqul,أَقُل,qaAla,V,S,1S,primary
Qaala,7:23:1,qaAla,قَالَ,qaAla,V,D,3MD,primary
Qaala,7:24:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:25:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:28:4,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:28:11,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,7:28:17,taquwlu,تَقُولُ,qaAla,V,P,2MP,primary
Qaala,7:29:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,7:32:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,7:32:12,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,7:33:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,7:33:24,taquwlu,تَقُولُ,qaAla,V,P,2MP,primary
Qaala,7:37:21,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:37:29,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:38:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:38:24,qaAlato,قَالَتْ,qaAla,V,S,3FS,primary
Qaala,7:38:35,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:39:1,qaAlato,قَالَتْ,qaAla,V,S,3FS,primary
Qaala,7:43:11,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:44:19,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:47:7,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:48:7,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:50:15,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:53:8,yaquwlu,يَقُولُ,qaAla,V,S,3MS,primary
Qaala,7:59:6,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:60:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:61:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:65:5,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:66:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:67:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:70:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:71:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:73:5,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:75:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:75:18,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:76:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:77:7,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:79:3,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:80:3,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:82:7,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:85:5,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:88:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:88:18,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:90:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:93:3,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:95:8,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:104:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:105:5,>aquwla,أَقُولَ,qaAla,V,S,1S,primary
Qaala,7:106:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:109:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:111:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:113:4,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:114:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:115:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:116:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:121:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:123:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:125:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:127:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:127:14,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:128:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:129:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:129:11,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:131:4,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:132:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:134:5,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:138:12,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:138:20,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:140:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:142:12,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:143:7,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:143:12,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:143:35,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:144:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:149:9,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:150:8,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:150:23,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:151:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:155:10,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:156:12,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,7:158:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,7:161:2,qiyla,قِيلَ,qaAla,V,S,3MS,primary
Qaala,7:161:11,quwlu,قُولُ,qaAla,V,P,2MP,primary
Qaala,7:162:8,qiyla,قِيلَ,qaAla,V,S,3MS,primary
Qaala,7:164:2,qaAlato,قَالَتْ,qaAla,V,S,3FS,primary
Qaala,7:164:14,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:166:7,qulo,قُلْ,qaAla,V,P,1P,primary
Qaala,7:169:11,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,7:169:26,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,7:172:15,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:172:19,taquwlu,تَقُولُ,qaAla,V,P,2MP,primary
Qaala,7:173:2,taquwlu,تَقُولُ,qaAla,V,P,2MP,primary
Qaala,7:187:6,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,7:187:28,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,7:188:1,qul,قُل,qaAla,V,S,2MS,primary
Qaala,7:195:20,quli,قُلِ,qaAla,V,S,2MS,primary
Qaala,7:203:5,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,7:203:8,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,8:1:4,quli,قُلِ,qaAla,V,S,2MS,primary
Qaala,8:21:4,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,8:31:5,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,8:31:10,qulo,قُلْ,qaAla,V,P,1P,primary
Qaala,8:32:2,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,8:38:1,qul,قُل,qaAla,V,S,2MS,primary
Qaala,8:48:6,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,8:48:22,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,8:49:2,yaquwlu,يَقُولُ,qaAla,V,S,3MS,primary
Qaala,8:70:3,qul,قُل,qaAla,V,S,2MS,primary
Qaala,9:24:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,9:30:1,qaAlati,قَالَتِ,qaAla,V,S,3FS,primary
Qaala,9:30:6,qaAlati,قَالَتِ,qaAla,V,S,3FS,primary
Qaala,9:38:7,qiyla,قِيلَ,qaAla,V,S,3MS,primary
Qaala,9:40:17,yaquwlu,يَقُولُ,qaAla,V,S,3MS,primary
Qaala,9:46:12,qiyla,قِيلَ,qaAla,V,S,3MS,primary
Qaala,9:49:3,yaquwlu,يَقُولُ,qaAla,V,S,3MS,primary
Qaala,9:50:8,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,9:51:1,qul,قُل,qaAla,V,S,2MS,primary
Qaala,9:52:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,9:53:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,9:59:8,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,9:61:5,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,9:61:8,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,9:64:11,quli,قُلِ,qaAla,V,S,2MS,primary
Qaala,9:65:3,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,9:65:8,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,9:74:4,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,9:74:6,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,9:81:15,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,9:81:20,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,9:83:9,qul,قُل,qaAla,V,S,2MS,primary
Qaala,9:86:14,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,9:92:8,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,9:94:6,qul,قُل,qaAla,V,S,2MS,primary
Qaala,9:105:1,quli,قُلِ,qaAla,V,S,2MS,primary
Qaala,9:124:7,yaquwlu,يَقُولُ,qaAla,V,S,3MS,primary
Qaala,9:129:3,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:2:21,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,10:15:6,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,10:15:17,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:16:1,qul,قُل,qaAla,V,S,2MS,primary
Qaala,10:18:10,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,10:18:15,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:20:1,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,10:20:8,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:21:14,quli,قُلِ,qaAla,V,S,2MS,primary
Qaala,10:28:5,naquwlu,نَقُولُ,qaAla,V,P,1P,primary
Qaala,10:28:13,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,10:31:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:31:23,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,10:31:25,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:34:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:34:10,quli,قُلِ,qaAla,V,S,2MS,primary
Qaala,10:35:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:35:9,quli,قُلِ,qaAla,V,S,2MS,primary
Qaala,10:38:2,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,10:38:4,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:41:3,qul,قُل,qaAla,V,S,2MS,primary
Qaala,10:48:1,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,10:49:1,qul,قُل,qaAla,V,S,2MS,primary
Qaala,10:50:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:52:2,qiyla,قِيلَ,qaAla,V,S,3MS,primary
Qaala,10:53:4,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:58:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:59:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:59:13,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:68:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,10:68:20,taquwlu,تَقُولُ,qaAla,V,P,2MP,primary
Qaala,10:69:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:71:6,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,10:76:6,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,10:77:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,10:77:3,taquwlu,تَقُولُ,qaAla,V,P,2MP,primary
Qaala,10:78:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,10:79:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,10:80:4,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,10:81:3,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,10:84:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,10:85:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,10:88:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,10:89:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,10:90:14,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,10:101:1,quli,قُلِ,qaAla,V,S,2MS,primary
Qaala,10:102:10,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:104:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,10:108:1,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,11:7:18,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,11:7:24,yaquwla,يَقُولَ,qaAla,V,S,3MS,primary
Qaala,11:8:8,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,11:10:7,yaquwla,يَقُولَ,qaAla,V,S,3MS,primary
Qaala,11:12:11,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,11:13:2,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,11:13:4,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,11:18:12,yaquwlu,يَقُولُ,qaAla,V,S,3MS,primary
Qaala,11:27:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:28:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:31:2,>aquwlu,أَقُولُ,qaAla,V,S,1S,primary
Qaala,11:31:11,>aquwlu,أَقُولُ,qaAla,V,S,1S,primary
Qaala,11:31:15,>aquwlu,أَقُولُ,qaAla,V,S,1S,primary
Qaala,11:32:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,11:33:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:35:2,yaquwlu,يَقُولُ,qaAla,V,P,3MP,primary
Qaala,11:35:4,qulo,قُلْ,qaAla,V,S,2MS,primary
Qaala,11:38:11,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:40:7,qulo,قُلْ,qaAla,V,P,1P,primary
Qaala,11:41:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:43:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:43:8,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:44:1,qiyla,قِيلَ,qaAla,V,S,3MS,primary
Qaala,11:44:14,qiyla,قِيلَ,qaAla,V,S,3MS,primary
Qaala,11:45:4,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:46:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:47:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:48:1,qiyla,قِيلَ,qaAla,V,S,3MS,primary
Qaala,11:50:5,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:53:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,11:54:2,n~aquwlu,نَّقُولُ,qaAla,V,P,1P,primary
Qaala,11:54:8,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:61:5,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:62:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,11:63:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:65:2,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:69:6,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,11:69:8,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:70:11,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,11:72:1,qaAlato,قَالَتْ,qaAla,V,S,3FS,primary
Qaala,11:73:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,11:77:10,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:78:10,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:79:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,11:80:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:81:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,11:84:5,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:87:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,11:88:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:91:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,11:91:7,taquwlu,تَقُولُ,qaAla,V,S,2MS,primary
Qaala,11:92:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,11:121:1,qul,قُل,qaAla,V,S,2MS,primary
Qaala,12:4:2,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:5:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:8:2,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:10:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:11:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:13:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:14:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:17:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:18:6,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:19:7,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:21:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:23:10,qaAlato,قَالَتْ,qaAla,V,S,3FS,primary
Qaala,12:23:13,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:25:11,qaAlato,قَالَتْ,qaAla,V,S,3FS,primary
Qaala,12:26:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:28:7,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:30:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:31:14,qaAlati,قَالَتِ,qaAla,V,S,3FS,primary
Qaala,12:31:22,qulo,قُلْ,qaAla,V,P,3FP,primary
Qaala,12:32:1,qaAlato,قَالَتْ,qaAla,V,S,3FS,primary
Qaala,12:33:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:36:5,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:36:11,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:37:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:42:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:43:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:44:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:45:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:47:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:50:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:50:8,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:51:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:51:9,qulo,قُلْ,qaAla,V,P,3FP,primary
Qaala,12:51:17,qaAlati,قَالَتِ,qaAla,V,S,3FS,primary
Qaala,12:54:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:54:9,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:55:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:59:4,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:61:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:62:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:63:5,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:64:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:65:8,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:66:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:66:19,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:66:23,naquwlu,نَقُولُ,qaAla,V,P,1P,primary
Qaala,12:67:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:69:8,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:71:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:72:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:73:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:74:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:75:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:77:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:77:17,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:78:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:79:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:80:6,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:81:4,quwlu,قُولُ,qaAla,V,P,2MP,primary
Qaala,12:83:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:84:3,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:85:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:86:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:88:4,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:89:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:90:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:90:5,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:91:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:92:1,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:94:4,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:95:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
Qaala,12:96:10,qaAla,قَالَ,qaAla,V,S,3MS,primary
Qaala,12:96:12,>aqul,أَقُل,qaAla,V,S,1S,primary
Qaala,12:97:1,qaAlu,قَالُ,qaAla,V,P,3MP,primary
